Category;Brand;Product;Variant;SKU;Price;"Old price";"Currency ID";Weight;Stock;Units;Visible;Featured;"Meta title";"Meta keywords";"Meta description";Annotation;Description;Images;URL;"Output as radio";Вес;Высота;Диаметр;Ткань;Предназначение;Наполнитель;"Количество наполнителя";"Объемный вес для транспортных компаний";"Производство ";Серия;Диагональ;"Тип экрана";"Разрешение экрана";Система;"Количество ядер";Процессор;"Частота процессора";"Оперативная память";"Встроенная память";"Поддержка SD карт";Sim-карт;"Размеры SIM";"GSM (2G)";3G;"LTE (4G)";WCDMA;"Основная камера";"Фронтальная камера";Вспышка;Bluetooth;GPS;A-GPS;Wi-Fi;"ИК порт";Разъемы;Аккумулятор;Размеры;Цвет;"Wi-Fi Hotspot";"Сканер отпечатков пальцев";"3G (UMTS)";Возраст;Пол;Комплектация;Материал;"Размеры упаковки";"Размер игрушки";"Страна производитель";"Тепловая мощность";"Максимальная температура теплоносителя";"Максимальное рабочее давление";"Конструкция радиатора";"Способ подключения";"Кол-во секций в радиаторе";"Объем воды в радиаторе";"Опрессовочное давление";"Способ установки";"Номинальный объем водонагревателя";"Положение установки";Форма;"Мощность ТЭНа";Гарантия;"Тип нагревательного элемента (ТЭНа)";Мощность;"Отвод газов";"Тип розжига";Производительность;"Производительность ГВС";"Модуляция мощности";"Вес (кг)";"Объем (м3)";"Габариты В.Ш.Г. (мм.)";"Мин. давление газа"
"Мебель для дома/Кресло мешок";Puff;"Кресло-мешок L Balloons";;;2899.00;3199.01;2;0.00;4;;1;0;"Кресло-мешок L Balloons";"Кресло-мешок L Balloons";"Кресло-мешок L Balloons";"<div>
Lorem Ipsum - это текст-""рыба"", часто используемый в печати и вэб-дизайне. Lorem Ipsum является стандартной ""рыбой"" для текстов на латинице с начала XVI века. В то время некий безымянный печатник создал большую коллекцию размеров и форм шрифтов, используя Lorem Ipsum для распечатки образцов. Lorem Ipsum не только успешно пережил без заметных изменений пять веков, но и перешагнул в электронный дизайн. Его популяризации в новое время послужили публикация листов Letraset с образцами Lorem Ipsum в 60-х годах и, в более недавнее время, программы электронной вёрстки типа Aldus PageMaker, в шаблонах которых используется Lorem Ipsum.
</div>";"Lorem Ipsum - это текст-""рыба"", часто используемый в печати и вэб-дизайне. Lorem Ipsum является стандартной ""рыбой"" для текстов на латинице с начала XVI века. В то время некий безымянный печатник создал большую коллекцию размеров и форм шрифтов, используя Lorem Ipsum для распечатки образцов. Lorem Ipsum не только успешно пережил без заметных изменений пять веков, но и перешагнул в электронный дизайн. Его популяризации в новое время послужили публикация листов Letraset с образцами Lorem Ipsum в 60-х годах и, в более недавнее время, программы электронной вёрстки типа Aldus PageMaker, в шаблонах которых используется Lorem Ipsum.";kreslo_meshok_balloons_2.jpg;Kreslo_Meshok_L_Balloons;0;"до 4 кг";"110 см";"80 см";жаккард;"для детей до 12 лет";"пенополистирол 1-2 мм";"200 литров";"0.25 м3";Россия;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Мебель для дома/Кресло мешок";Puff;"Кресло мешок груша L Beatrice";;;2899.00;3199.02;2;0.00;14;;1;0;"Кресло мешок груша L Beatrice";"Кресло мешок груша L Beatrice";"Кресло мешок груша L Beatrice";"<div>
Lorem Ipsum - это текст-""рыба"", часто используемый в печати и вэб-дизайне. Lorem Ipsum является стандартной ""рыбой"" для текстов на латинице с начала XVI века. В то время некий безымянный печатник создал большую коллекцию размеров и форм шрифтов, используя Lorem Ipsum для распечатки образцов. Lorem Ipsum не только успешно пережил без заметных изменений пять веков, но и перешагнул в электронный дизайн. Его популяризации в новое время послужили публикация листов Letraset с образцами Lorem Ipsum в 60-х годах и, в более недавнее время, программы электронной вёрстки типа Aldus PageMaker, в шаблонах которых используется Lorem Ipsum.
</div>";"Lorem Ipsum - это текст-""рыба"", часто используемый в печати и вэб-дизайне. Lorem Ipsum является стандартной ""рыбой"" для текстов на латинице с начала XVI века. В то время некий безымянный печатник создал большую коллекцию размеров и форм шрифтов, используя Lorem Ipsum для распечатки образцов. Lorem Ipsum не только успешно пережил без заметных изменений пять веков, но и перешагнул в электронный дизайн. Его популяризации в новое время послужили публикация листов Letraset с образцами Lorem Ipsum в 60-х годах и, в более недавнее время, программы электронной вёрстки типа Aldus PageMaker, в шаблонах которых используется Lorem Ipsum.";kreslo_meshok_biatrice_2.jpg;Kreslo_Meshok_L_Jungle;0;"до 4 кг";"110 см";"80 см";жаккард;"для детей до 12 лет";"пенополистирол 1-2 мм";"200 литров";"0.25 м3";Россия;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Мебель для дома/Кресло мешок";Puff;"Кресло мешок груша L Lime Velvet";;;3499.00;;2;0.00;17;;1;0;"Кресло мешок груша L Lime Velvet";"Кресло мешок груша L Lime Velvet";"Кресло мешок груша L Lime Velvet";"<div>
Lorem Ipsum - это текст-""рыба"", часто используемый в печати и вэб-дизайне. Lorem Ipsum является стандартной ""рыбой"" для текстов на латинице с начала XVI века. В то время некий безымянный печатник создал большую коллекцию размеров и форм шрифтов, используя Lorem Ipsum для распечатки образцов. Lorem Ipsum не только успешно пережил без заметных изменений пять веков, но и перешагнул в электронный дизайн. Его популяризации в новое время послужили публикация листов Letraset с образцами Lorem Ipsum в 60-х годах и, в более недавнее время, программы электронной вёрстки типа Aldus PageMaker, в шаблонах которых используется Lorem Ipsum.
</div>";"Lorem Ipsum - это текст-""рыба"", часто используемый в печати и вэб-дизайне. Lorem Ipsum является стандартной ""рыбой"" для текстов на латинице с начала XVI века. В то время некий безымянный печатник создал большую коллекцию размеров и форм шрифтов, используя Lorem Ipsum для распечатки образцов. Lorem Ipsum не только успешно пережил без заметных изменений пять веков, но и перешагнул в электронный дизайн. Его популяризации в новое время послужили публикация листов Letraset с образцами Lorem Ipsum в 60-х годах и, в более недавнее время, программы электронной вёрстки типа Aldus PageMaker, в шаблонах которых используется Lorem Ipsum.";"kreslo_meshok_velvet_lime.jpg, kreslo_meshok_velvet_lime_1.jpg";kreslo-meshok-grusha-l-lime-velvet;0;"до 4 кг";"110 см";"80 см";микро-вельвет;"для детей до 12 лет";"пенополистирол 1-2 мм";"200 литров";"0.25 м3";Россия;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Мебель для дома/Кресло мешок";Puff;"Кресло мешок груша L Pink Velvet";;;3499.00;;2;0.00;3;;1;0;"Кресло мешок груша L Pink Velvet";"Кресло мешок груша L Pink Velvet";"Кресло мешок груша L Pink Velvet";"<div>
Lorem Ipsum - это текст-""рыба"", часто используемый в печати и вэб-дизайне. Lorem Ipsum является стандартной ""рыбой"" для текстов на латинице с начала XVI века. В то время некий безымянный печатник создал большую коллекцию размеров и форм шрифтов, используя Lorem Ipsum для распечатки образцов. Lorem Ipsum не только успешно пережил без заметных изменений пять веков, но и перешагнул в электронный дизайн. Его популяризации в новое время послужили публикация листов Letraset с образцами Lorem Ipsum в 60-х годах и, в более недавнее время, программы электронной вёрстки типа Aldus PageMaker, в шаблонах которых используется Lorem Ipsum.
</div>";"Lorem Ipsum - это текст-""рыба"", часто используемый в печати и вэб-дизайне. Lorem Ipsum является стандартной ""рыбой"" для текстов на латинице с начала XVI века. В то время некий безымянный печатник создал большую коллекцию размеров и форм шрифтов, используя Lorem Ipsum для распечатки образцов. Lorem Ipsum не только успешно пережил без заметных изменений пять веков, но и перешагнул в электронный дизайн. Его популяризации в новое время послужили публикация листов Letraset с образцами Lorem Ipsum в 60-х годах и, в более недавнее время, программы электронной вёрстки типа Aldus PageMaker, в шаблонах которых используется Lorem Ipsum.";beskarkasnoe_kreslo_meshok_grusha_pink.jpg;Kreslo_Meshok_L_Pink_Velvet;0;"до 4 кг";"110 см";"80 см";микро-вельвет;"для детей до 12 лет";"пенополистирол 1-2 мм";"200 литров";"0.25 м3";Россия;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Мебель для дома/Кресло мешок";Puff;"Кресло мешок груша L Fuxia Velvet";;;3499.00;;2;0.00;5;;1;0;"Кресло мешок груша L Fuxia Velvet";"Кресло мешок груша L Fuxia Velvet";"Кресло мешок груша L Fuxia Velvet";"<div>
Lorem Ipsum - это текст-""рыба"", часто используемый в печати и вэб-дизайне. Lorem Ipsum является стандартной ""рыбой"" для текстов на латинице с начала XVI века. В то время некий безымянный печатник создал большую коллекцию размеров и форм шрифтов, используя Lorem Ipsum для распечатки образцов. Lorem Ipsum не только успешно пережил без заметных изменений пять веков, но и перешагнул в электронный дизайн. Его популяризации в новое время послужили публикация листов Letraset с образцами Lorem Ipsum в 60-х годах и, в более недавнее время, программы электронной вёрстки типа Aldus PageMaker, в шаблонах которых используется Lorem Ipsum.
</div>";"Lorem Ipsum - это текст-""рыба"", часто используемый в печати и вэб-дизайне. Lorem Ipsum является стандартной ""рыбой"" для текстов на латинице с начала XVI века. В то время некий безымянный печатник создал большую коллекцию размеров и форм шрифтов, используя Lorem Ipsum для распечатки образцов. Lorem Ipsum не только успешно пережил без заметных изменений пять веков, но и перешагнул в электронный дизайн. Его популяризации в новое время послужили публикация листов Letraset с образцами Lorem Ipsum в 60-х годах и, в более недавнее время, программы электронной вёрстки типа Aldus PageMaker, в шаблонах которых используется Lorem Ipsum.";beskarkasnoe_kreslo_meshok_grusha_fuxia_2.jpg;Kreslo_Meshok_L_Fuxia_Velvet;0;"до 4 кг";"110 см";"80 см";микро-вельвет;"для детей до 12 лет";"пенополистирол 1-2 мм";"200 литров";"0.25 м3";Россия;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Мебель для дома/Кресло мешок";Puff;"Кресло мешок груша L Malina Velvet";;;3499.00;;2;0.00;10;;1;0;"Кресло мешок груша L Malina Velvet";"Кресло мешок груша L Malina Velvet";"Кресло мешок груша L Malina Velvet";"<div>
Lorem Ipsum - это текст-""рыба"", часто используемый в печати и вэб-дизайне. Lorem Ipsum является стандартной ""рыбой"" для текстов на латинице с начала XVI века. В то время некий безымянный печатник создал большую коллекцию размеров и форм шрифтов, используя Lorem Ipsum для распечатки образцов. Lorem Ipsum не только успешно пережил без заметных изменений пять веков, но и перешагнул в электронный дизайн. Его популяризации в новое время послужили публикация листов Letraset с образцами Lorem Ipsum в 60-х годах и, в более недавнее время, программы электронной вёрстки типа Aldus PageMaker, в шаблонах которых используется Lorem Ipsum.
</div>";"Lorem Ipsum - это текст-""рыба"", часто используемый в печати и вэб-дизайне. Lorem Ipsum является стандартной ""рыбой"" для текстов на латинице с начала XVI века. В то время некий безымянный печатник создал большую коллекцию размеров и форм шрифтов, используя Lorem Ipsum для распечатки образцов. Lorem Ipsum не только успешно пережил без заметных изменений пять веков, но и перешагнул в электронный дизайн. Его популяризации в новое время послужили публикация листов Letraset с образцами Lorem Ipsum в 60-х годах и, в более недавнее время, программы электронной вёрстки типа Aldus PageMaker, в шаблонах которых используется Lorem Ipsum.";kreslo_meshol_malina_4.jpg;Kreslo_Meshok_L_Malina_Velvet;0;"до 4 кг";"110 см";"80 см";микро-вельвет;"для детей до 12 лет";"пенополистирол 1-2 мм";"200 литров";"0.25 м3";Россия;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Мебель для дома/Кресло мешок";Puff;"Кресло мешок груша L Red Velvet";;;3499.00;;2;0.00;1;;1;0;"Кресло мешок груша L Red Velvet";"Кресло мешок груша L Red Velvet";"Кресло мешок груша L Red Velvet";"<div>
Lorem Ipsum - это текст-""рыба"", часто используемый в печати и вэб-дизайне. Lorem Ipsum является стандартной ""рыбой"" для текстов на латинице с начала XVI века. В то время некий безымянный печатник создал большую коллекцию размеров и форм шрифтов, используя Lorem Ipsum для распечатки образцов. Lorem Ipsum не только успешно пережил без заметных изменений пять веков, но и перешагнул в электронный дизайн. Его популяризации в новое время послужили публикация листов Letraset с образцами Lorem Ipsum в 60-х годах и, в более недавнее время, программы электронной вёрстки типа Aldus PageMaker, в шаблонах которых используется Lorem Ipsum.
</div>";"Lorem Ipsum - это текст-""рыба"", часто используемый в печати и вэб-дизайне. Lorem Ipsum является стандартной ""рыбой"" для текстов на латинице с начала XVI века. В то время некий безымянный печатник создал большую коллекцию размеров и форм шрифтов, используя Lorem Ipsum для распечатки образцов. Lorem Ipsum не только успешно пережил без заметных изменений пять веков, но и перешагнул в электронный дизайн. Его популяризации в новое время послужили публикация листов Letraset с образцами Lorem Ipsum в 60-х годах и, в более недавнее время, программы электронной вёрстки типа Aldus PageMaker, в шаблонах которых используется Lorem Ipsum.";beskarkasnoe_kreslo_meshok_grusha_copy_28.jpg;Kreslo_Meshok_L_Red_Velvet;0;"до 4 кг";"110 см";"80 см";микро-вельвет;"для детей до 12 лет";"пенополистирол 1-2 мм";"200 литров";"0.25 м3";Россия;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Мебель для дома/Кресло мешок";Puff;"Кресло мешок груша L Turquoise Velvet";;;3499.00;;2;0.00;10;;1;0;"Кресло мешок груша L Turquoise Velvet";"Кресло мешок груша L Turquoise Velvet";"Кресло мешок груша L Turquoise Velvet";"<div>
Lorem Ipsum - это текст-""рыба"", часто используемый в печати и вэб-дизайне. Lorem Ipsum является стандартной ""рыбой"" для текстов на латинице с начала XVI века. В то время некий безымянный печатник создал большую коллекцию размеров и форм шрифтов, используя Lorem Ipsum для распечатки образцов. Lorem Ipsum не только успешно пережил без заметных изменений пять веков, но и перешагнул в электронный дизайн. Его популяризации в новое время послужили публикация листов Letraset с образцами Lorem Ipsum в 60-х годах и, в более недавнее время, программы электронной вёрстки типа Aldus PageMaker, в шаблонах которых используется Lorem Ipsum.
</div>";"Lorem Ipsum - это текст-""рыба"", часто используемый в печати и вэб-дизайне. Lorem Ipsum является стандартной ""рыбой"" для текстов на латинице с начала XVI века. В то время некий безымянный печатник создал большую коллекцию размеров и форм шрифтов, используя Lorem Ipsum для распечатки образцов. Lorem Ipsum не только успешно пережил без заметных изменений пять веков, но и перешагнул в электронный дизайн. Его популяризации в новое время послужили публикация листов Letraset с образцами Lorem Ipsum в 60-х годах и, в более недавнее время, программы электронной вёрстки типа Aldus PageMaker, в шаблонах которых используется Lorem Ipsum.";kreslo_meshok_grusha_turquoise_velvet.jpg;kreslo-meshok-grusha-l-turquoise-velvet;0;"до 4 кг";"110 см";"80 см";микро-вельвет;"для детей до 12 лет";"пенополистирол 1-2 мм";"200 литров";"0.25 м3";Россия;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Мебель для дома/Кресло мешок";Puff;"Кресло мешок груша L Blue Velvet";;;3499.00;;2;0.00;10;;1;0;"Кресло мешок груша L Blue Velvet";"Кресло мешок груша L Blue Velvet";"Кресло мешок груша L Blue Velvet";"<div>
Lorem Ipsum - это текст-""рыба"", часто используемый в печати и вэб-дизайне. Lorem Ipsum является стандартной ""рыбой"" для текстов на латинице с начала XVI века. В то время некий безымянный печатник создал большую коллекцию размеров и форм шрифтов, используя Lorem Ipsum для распечатки образцов. Lorem Ipsum не только успешно пережил без заметных изменений пять веков, но и перешагнул в электронный дизайн. Его популяризации в новое время послужили публикация листов Letraset с образцами Lorem Ipsum в 60-х годах и, в более недавнее время, программы электронной вёрстки типа Aldus PageMaker, в шаблонах которых используется Lorem Ipsum.
</div>";"Lorem Ipsum - это текст-""рыба"", часто используемый в печати и вэб-дизайне. Lorem Ipsum является стандартной ""рыбой"" для текстов на латинице с начала XVI века. В то время некий безымянный печатник создал большую коллекцию размеров и форм шрифтов, используя Lorem Ipsum для распечатки образцов. Lorem Ipsum не только успешно пережил без заметных изменений пять веков, но и перешагнул в электронный дизайн. Его популяризации в новое время послужили публикация листов Letraset с образцами Lorem Ipsum в 60-х годах и, в более недавнее время, программы электронной вёрстки типа Aldus PageMaker, в шаблонах которых используется Lorem Ipsum.";beskarkasnoe_kreslo_meshok_grusha_blue_velvet_1.jpg;Kreslo_Meshok_L_Blue_Velvet;0;"до 4 кг";"110 см";"80 см";микро-вельвет;"для детей до 12 лет";"пенополистирол 1-2 мм";"200 литров";"0.25 м3";Россия;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Мебель для дома/Кресло мешок";Puff;"Кресло мешок груша L Oksford Yellow";;;1799.00;;2;0.00;3;;1;0;"Кресло мешок груша L Oksford Yellow";"Кресло мешок груша L Oksford Yellow";"Кресло мешок груша L Oksford Yellow";"<div>
Lorem Ipsum - это текст-""рыба"", часто используемый в печати и вэб-дизайне. Lorem Ipsum является стандартной ""рыбой"" для текстов на латинице с начала XVI века. В то время некий безымянный печатник создал большую коллекцию размеров и форм шрифтов, используя Lorem Ipsum для распечатки образцов. Lorem Ipsum не только успешно пережил без заметных изменений пять веков, но и перешагнул в электронный дизайн. Его популяризации в новое время послужили публикация листов Letraset с образцами Lorem Ipsum в 60-х годах и, в более недавнее время, программы электронной вёрстки типа Aldus PageMaker, в шаблонах которых используется Lorem Ipsum.
</div>";"Lorem Ipsum - это текст-""рыба"", часто используемый в печати и вэб-дизайне. Lorem Ipsum является стандартной ""рыбой"" для текстов на латинице с начала XVI века. В то время некий безымянный печатник создал большую коллекцию размеров и форм шрифтов, используя Lorem Ipsum для распечатки образцов. Lorem Ipsum не только успешно пережил без заметных изменений пять веков, но и перешагнул в электронный дизайн. Его популяризации в новое время послужили публикация листов Letraset с образцами Lorem Ipsum в 60-х годах и, в более недавнее время, программы электронной вёрстки типа Aldus PageMaker, в шаблонах которых используется Lorem Ipsum.";beskarkasnoe_kreslo_meshok_grusha_copy_7.jpg;Kreslo_Meshok_L_Oksford_Yellow;0;"до 4 кг";"110 см";"80 см";"оксфорд (плащевая ткань)";"для детей до 12 лет";"пенополистирол 1-2 мм";"200 литров";"0.25 м3";Россия;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Мебель для дома/Кресло мешок";Puff;"Кресло мешок груша L Oksford Lime";;;1799.00;;2;0.00;3;;1;0;"Кресло мешок груша L Oksford Lime";"Кресло мешок груша L Oksford Lime";"Кресло мешок груша L Oksford Lime";"<div>
Lorem Ipsum - это текст-""рыба"", часто используемый в печати и вэб-дизайне. Lorem Ipsum является стандартной ""рыбой"" для текстов на латинице с начала XVI века. В то время некий безымянный печатник создал большую коллекцию размеров и форм шрифтов, используя Lorem Ipsum для распечатки образцов. Lorem Ipsum не только успешно пережил без заметных изменений пять веков, но и перешагнул в электронный дизайн. Его популяризации в новое время послужили публикация листов Letraset с образцами Lorem Ipsum в 60-х годах и, в более недавнее время, программы электронной вёрстки типа Aldus PageMaker, в шаблонах которых используется Lorem Ipsum.
</div>";"Lorem Ipsum - это текст-""рыба"", часто используемый в печати и вэб-дизайне. Lorem Ipsum является стандартной ""рыбой"" для текстов на латинице с начала XVI века. В то время некий безымянный печатник создал большую коллекцию размеров и форм шрифтов, используя Lorem Ipsum для распечатки образцов. Lorem Ipsum не только успешно пережил без заметных изменений пять веков, но и перешагнул в электронный дизайн. Его популяризации в новое время послужили публикация листов Letraset с образцами Lorem Ipsum в 60-х годах и, в более недавнее время, программы электронной вёрстки типа Aldus PageMaker, в шаблонах которых используется Lorem Ipsum.";beskarkasnoe_kreslo_meshok_grusha_copy_46_2.jpg;Kreslo_Meshok_L_Oksford_Lime;0;"до 4 кг";"110 см";"80 см";"оксфорд (плащевая ткань)";"для детей до 12 лет";"пенополистирол 1-2 мм";"200 литров";"0.25 м3";Россия;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Мебель для дома/Кресло мешок";Puff;"Кресло мешок груша L Oksford Orange";;;1799.00;;2;0.00;3;;1;0;"Кресло мешок груша L Oksford Orange";"Кресло мешок груша L Oksford Orange";"Кресло мешок груша L Oksford Orange";"<div>
Lorem Ipsum - это текст-""рыба"", часто используемый в печати и вэб-дизайне. Lorem Ipsum является стандартной ""рыбой"" для текстов на латинице с начала XVI века. В то время некий безымянный печатник создал большую коллекцию размеров и форм шрифтов, используя Lorem Ipsum для распечатки образцов. Lorem Ipsum не только успешно пережил без заметных изменений пять веков, но и перешагнул в электронный дизайн. Его популяризации в новое время послужили публикация листов Letraset с образцами Lorem Ipsum в 60-х годах и, в более недавнее время, программы электронной вёрстки типа Aldus PageMaker, в шаблонах которых используется Lorem Ipsum.
</div>";"Lorem Ipsum - это текст-""рыба"", часто используемый в печати и вэб-дизайне. Lorem Ipsum является стандартной ""рыбой"" для текстов на латинице с начала XVI века. В то время некий безымянный печатник создал большую коллекцию размеров и форм шрифтов, используя Lorem Ipsum для распечатки образцов. Lorem Ipsum не только успешно пережил без заметных изменений пять веков, но и перешагнул в электронный дизайн. Его популяризации в новое время послужили публикация листов Letraset с образцами Lorem Ipsum в 60-х годах и, в более недавнее время, программы электронной вёрстки типа Aldus PageMaker, в шаблонах которых используется Lorem Ipsum.";beskarkasnoe_kreslo_meshok_grusha_copy_8_9.jpg;Kreslo_Meshok_L_Oksford_Orange;0;"до 4 кг";"110 см";"80 см";"оксфорд (плащевая ткань)";"для детей до 12 лет";"пенополистирол 1-2 мм";"200 литров";"0.25 м3";Россия;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Мебель для дома/Кресло мешок";Puff;"Кресло мешок груша L Oksford Red";;;1799.00;;2;0.00;10;;1;0;"Кресло мешок груша L Oksford Red";"Кресло мешок груша L Oksford Red";"Кресло мешок груша L Oksford Red";"<div>
Lorem Ipsum - это текст-""рыба"", часто используемый в печати и вэб-дизайне. Lorem Ipsum является стандартной ""рыбой"" для текстов на латинице с начала XVI века. В то время некий безымянный печатник создал большую коллекцию размеров и форм шрифтов, используя Lorem Ipsum для распечатки образцов. Lorem Ipsum не только успешно пережил без заметных изменений пять веков, но и перешагнул в электронный дизайн. Его популяризации в новое время послужили публикация листов Letraset с образцами Lorem Ipsum в 60-х годах и, в более недавнее время, программы электронной вёрстки типа Aldus PageMaker, в шаблонах которых используется Lorem Ipsum.
</div>";"Lorem Ipsum - это текст-""рыба"", часто используемый в печати и вэб-дизайне. Lorem Ipsum является стандартной ""рыбой"" для текстов на латинице с начала XVI века. В то время некий безымянный печатник создал большую коллекцию размеров и форм шрифтов, используя Lorem Ipsum для распечатки образцов. Lorem Ipsum не только успешно пережил без заметных изменений пять веков, но и перешагнул в электронный дизайн. Его популяризации в новое время послужили публикация листов Letraset с образцами Lorem Ipsum в 60-х годах и, в более недавнее время, программы электронной вёрстки типа Aldus PageMaker, в шаблонах которых используется Lorem Ipsum.";beskarkasnoe_kreslo_meshok_grusha_copy_3.jpg;Kreslo_Meshok_L_Oksford_Red;0;"до 4 кг";"110 см";"80 см";"оксфорд (плащевая ткань)";"для детей до 12 лет";"пенополистирол 1-2 мм";"200 литров";"0.25 м3";Россия;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Мебель для дома/Кресло мешок";Puff;"Кресло мешок груша L Oksford bordo";;;1799.00;;2;0.00;45;;1;0;"Кресло мешок груша L Oksford bordo";"Кресло мешок груша L Oksford bordo";"Кресло мешок груша L Oksford bordo";"<div>
Lorem Ipsum - это текст-""рыба"", часто используемый в печати и вэб-дизайне. Lorem Ipsum является стандартной ""рыбой"" для текстов на латинице с начала XVI века. В то время некий безымянный печатник создал большую коллекцию размеров и форм шрифтов, используя Lorem Ipsum для распечатки образцов. Lorem Ipsum не только успешно пережил без заметных изменений пять веков, но и перешагнул в электронный дизайн. Его популяризации в новое время послужили публикация листов Letraset с образцами Lorem Ipsum в 60-х годах и, в более недавнее время, программы электронной вёрстки типа Aldus PageMaker, в шаблонах которых используется Lorem Ipsum.
</div>";"Lorem Ipsum - это текст-""рыба"", часто используемый в печати и вэб-дизайне. Lorem Ipsum является стандартной ""рыбой"" для текстов на латинице с начала XVI века. В то время некий безымянный печатник создал большую коллекцию размеров и форм шрифтов, используя Lorem Ipsum для распечатки образцов. Lorem Ipsum не только успешно пережил без заметных изменений пять веков, но и перешагнул в электронный дизайн. Его популяризации в новое время послужили публикация листов Letraset с образцами Lorem Ipsum в 60-х годах и, в более недавнее время, программы электронной вёрстки типа Aldus PageMaker, в шаблонах которых используется Lorem Ipsum.";beskarkasnoe_kreslo_meshok_grusha_Oksford_Bordo_4.jpg;Kerslo_Meshok_L_Oksford_Bordo;0;"до 4 кг";"110 см";"80 см";"оксфорд (плащевая ткань)";"для детей до 12 лет";"пенополистирол 1-2 мм";"200 литров";"0.25 м3";Россия;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Мебель для дома/Кресло мешок";Puff;"Кресло мешок груша L Oksford Green";;;1799.00;;2;0.00;44;;1;0;"Кресло мешок груша L Oksford Green";"Кресло мешок груша L Oksford Green";"Кресло мешок груша L Oksford Green";"<div>
Lorem Ipsum - это текст-""рыба"", часто используемый в печати и вэб-дизайне. Lorem Ipsum является стандартной ""рыбой"" для текстов на латинице с начала XVI века. В то время некий безымянный печатник создал большую коллекцию размеров и форм шрифтов, используя Lorem Ipsum для распечатки образцов. Lorem Ipsum не только успешно пережил без заметных изменений пять веков, но и перешагнул в электронный дизайн. Его популяризации в новое время послужили публикация листов Letraset с образцами Lorem Ipsum в 60-х годах и, в более недавнее время, программы электронной вёрстки типа Aldus PageMaker, в шаблонах которых используется Lorem Ipsum.
</div>";"Lorem Ipsum - это текст-""рыба"", часто используемый в печати и вэб-дизайне. Lorem Ipsum является стандартной ""рыбой"" для текстов на латинице с начала XVI века. В то время некий безымянный печатник создал большую коллекцию размеров и форм шрифтов, используя Lorem Ipsum для распечатки образцов. Lorem Ipsum не только успешно пережил без заметных изменений пять веков, но и перешагнул в электронный дизайн. Его популяризации в новое время послужили публикация листов Letraset с образцами Lorem Ipsum в 60-х годах и, в более недавнее время, программы электронной вёрстки типа Aldus PageMaker, в шаблонах которых используется Lorem Ipsum.";beskarkasnoe_kreslo_meshok_grusha_copy_14.jpg;Kreslo_Meshok_L_Oksford_Green;0;"до 4 кг";"110 см";"80 см";"оксфорд (плащевая ткань)";"для детей до 12 лет";"пенополистирол 1-2 мм";"200 литров";"0.25 м3";Россия;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
